distance_km,hour,day_of_week,road_type,historical_speed,traffic_multiplier
16.47,20,5,0,52.36,1.01
2.1,21,0,0,28.09,1.0
17.38,19,2,1,78.26,1.35
1.02,1,1,0,69.39,1.02
13.72,0,1,1,67.61,1.26
5.23,3,4,0,59.95,1.15
15.5,15,6,1,59.13,1.28
14.28,22,4,1,64.48,1.43
4.79,14,5,0,29.24,1.13
9.63,2,6,0,38.33,1.19
18.15,2,0,0,22.87,1.08
4.68,14,5,1,37.4,1.39
9.28,9,1,1,33.65,1.89
19.46,5,3,0,49.56,1.0
1.07,3,0,1,52.91,1.46
18.85,2,1,1,68.14,1.25
3.03,22,5,0,32.74,1.0
16.14,17,1,1,56.97,1.94
4.31,17,2,1,72.89,1.89
18.32,13,2,0,36.28,1.05
3.43,14,5,1,57.78,1.38
10.61,18,1,0,33.02,1.8
13.93,23,3,0,20.88,1.0
3.24,3,4,0,39.86,1.04
2.12,1,4,0,72.83,1.0
7.71,12,1,1,20.21,1.41
14.87,15,3,0,55.44,1.04
17.16,4,1,1,41.53,1.27
8.68,16,2,1,32.86,1.45
4.56,0,4,1,20.24,1.28
14.52,3,6,0,40.61,1.0
7.5,10,2,0,49.36,1.0
7.39,11,2,0,64.74,1.14
14.07,15,6,0,28.39,1.05
11.33,6,5,1,31.16,1.41
8.86,7,0,1,49.14,1.32
12.59,23,5,1,70.98,1.41
19.28,0,4,0,46.62,1.06
11.84,12,1,1,42.35,1.3
8.59,11,1,1,44.34,1.12
17.54,21,3,0,20.84,1.16
7.04,5,4,1,42.16,1.4
3.74,20,2,1,42.62,1.58
5.74,21,0,1,50.3,1.23
13.36,3,6,1,37.28,1.16
13.51,17,3,1,24.57,2.03
4.72,19,1,0,69.49,1.0
10.27,4,5,1,48.35,1.47
1.3,6,6,1,61.64,1.27
12.05,7,5,0,21.33,1.05
8.86,2,3,0,44.81,1.07
11.65,6,2,0,65.65,1.0
1.57,0,3,1,38.62,1.43
14.48,13,5,0,59.22,1.04
3.32,17,4,0,76.33,1.6
6.19,3,3,1,33.97,1.24
9.4,10,4,0,37.27,1.15
3.67,5,2,0,44.88,1.0
14.94,17,2,1,44.93,2.01
12.39,20,6,1,50.75,1.4
10.54,5,1,1,38.69,1.45
10.1,15,2,1,52.66,1.45
2.61,11,2,0,61.86,1.0
3.54,11,1,0,41.57,1.15
15.7,14,2,0,61.58,1.0
7.92,4,3,1,72.96,1.42
9.15,15,1,0,46.36,1.19
10.07,10,1,1,61.37,1.57
9.03,23,6,1,50.99,1.25
7.91,18,6,0,71.39,1.47
10.13,11,2,0,73.25,1.17
12.2,4,1,0,34.94,1.09
10.46,19,1,0,28.95,1.15
15.42,23,6,0,52.75,1.18
14.43,15,0,1,58.99,1.31
8.48,15,3,0,44.52,1.0
9.24,9,1,1,31.06,1.76
13.51,5,4,1,68.83,1.25
16.89,18,3,0,75.24,1.69
1.4,22,1,0,33.38,1.11
4.52,17,0,1,59.95,2.27
6.36,6,6,0,74.63,1.19
9.97,22,4,1,74.91,1.35
1.23,9,2,1,73.89,2.01
15.61,16,1,1,66.45,1.44
2.22,2,0,1,76.63,1.32
5.38,6,5,0,73.0,1.02
13.68,7,3,0,56.37,1.06
2.39,18,1,1,24.8,1.97
19.28,10,1,1,60.07,1.4
16.52,6,2,0,71.27,1.0
10.24,7,1,0,59.65,1.2
16.47,3,3,0,32.73,1.1
11.57,12,2,1,74.5,1.48
10.92,15,4,1,78.44,1.41
9.94,2,6,0,37.52,1.0
15.05,6,0,0,24.76,1.0
5.55,0,3,0,27.18,1.12
8.71,7,4,1,37.22,1.42
7.72,17,2,1,39.68,2.05
10.31,22,3,0,44.57,1.12
19.69,20,3,0,50.78,1.1
4.81,9,5,1,44.67,1.99
3.9,15,1,0,36.75,1.08
17.91,16,3,0,67.71,1.11
11.35,11,0,0,20.08,1.0
15.07,3,4,1,58.2,1.29
16.76,14,4,1,77.83,1.51
3.57,4,6,0,65.08,1.11
8.74,23,4,0,79.48,1.06
11.8,23,0,0,58.2,1.16
17.42,3,2,1,55.47,1.43
4.86,12,0,0,47.88,1.11
2.84,23,0,0,73.41,1.03
2.08,20,5,1,24.36,1.43
17.57,19,1,1,25.2,1.32
3.12,12,3,0,61.29,1.11
2.67,1,3,0,30.27,1.01
10.17,18,4,0,70.8,1.52
5.38,1,3,0,55.78,1.17
14.42,13,2,0,73.33,1.0
10.45,18,6,0,73.54,1.75
19.92,21,5,1,33.43,1.34
3.61,14,1,1,30.89,1.44
17.62,9,5,0,33.26,1.6
9.18,0,3,0,25.25,1.07
14.58,18,3,0,73.98,1.56
8.92,18,0,1,71.21,2.0
19.91,7,6,1,36.27,1.43
14.82,11,1,0,22.44,1.18
13.67,18,4,1,25.12,2.09
7.33,21,3,0,73.23,1.18
4.22,15,4,0,67.47,1.16
4.67,11,0,1,55.02,1.47
12.37,5,5,0,58.15,1.18
3.1,14,6,1,53.78,1.46
14.76,13,6,0,72.71,1.17
3.76,23,2,0,68.19,1.14
2.83,15,0,1,22.36,1.33
18.16,10,6,0,21.32,1.03
6.04,21,0,1,28.69,1.31
12.1,1,0,0,63.68,1.0
3.87,20,6,1,40.72,1.29
17.0,9,3,0,66.27,1.69
13.6,14,0,0,66.9,1.0
5.48,13,5,1,44.29,1.4
7.0,9,0,1,51.87,1.84
19.53,19,0,1,74.78,1.15
7.01,9,3,1,43.51,2.02
9.56,16,2,1,39.96,1.28
3.8,15,2,1,32.81,1.4
10.58,4,5,0,61.55,1.17
17.24,1,4,1,66.51,1.31
14.15,18,0,1,66.52,1.87
9.27,16,0,1,64.85,1.13
12.77,19,5,1,30.39,1.53
3.66,17,1,0,30.77,1.58
8.96,7,3,1,31.14,1.34
16.7,16,0,0,36.2,1.0
15.97,12,6,0,61.36,1.1
2.86,9,0,1,46.78,2.18
8.08,17,3,0,45.51,1.47
14.17,21,5,1,47.23,1.54
15.57,20,2,0,67.87,1.0
3.82,23,1,0,22.47,1.14
11.2,2,5,0,28.11,1.16
1.1,21,2,1,35.71,1.18
10.75,23,1,1,51.31,1.21
9.18,2,1,0,29.94,1.05
10.88,6,1,0,59.74,1.12
10.09,1,5,1,76.24,1.27
11.66,2,4,0,27.17,1.1
5.83,3,2,1,35.62,1.3
6.18,8,4,1,58.54,2.26
14.72,20,1,0,66.58,1.05
10.17,16,1,0,55.26,1.0
9.17,3,2,1,62.99,1.36
11.67,20,3,0,69.08,1.09
6.33,12,3,1,69.04,1.42
6.75,7,2,0,57.93,1.0
18.62,11,4,1,54.93,1.51
4.83,10,5,1,57.25,1.32
17.87,12,6,0,52.24,1.18
12.97,18,1,1,27.97,2.11
13.16,15,6,1,60.44,1.3
5.54,3,5,1,36.14,1.35
4.51,4,3,1,56.29,1.45
9.01,5,1,1,41.29,1.15
5.58,0,1,0,75.08,1.0
16.44,2,5,1,35.95,1.33
19.02,17,3,0,64.89,1.8
9.7,16,2,1,41.55,1.24
3.34,19,0,0,55.9,1.01
18.95,3,6,1,66.65,1.17
1.26,16,0,0,33.51,1.0
15.82,8,2,0,44.91,1.64
4.14,15,2,0,25.22,1.19
4.19,7,2,0,58.44,1.0
3.94,14,0,0,25.66,1.17
14.92,4,4,0,30.16,1.12
8.44,19,5,1,20.6,1.37
3.72,20,2,1,37.73,1.36
4.66,1,5,0,62.02,1.0
17.24,9,3,0,50.88,1.83
19.4,1,6,1,29.55,1.5
15.28,15,3,0,39.7,1.0
5.56,9,6,1,38.7,1.97
1.66,13,5,0,58.75,1.19
7.66,12,0,0,58.05,1.0
7.09,7,4,0,26.65,1.0
17.73,18,3,1,52.76,2.01
11.27,14,6,1,63.45,1.41
9.73,20,6,0,32.18,1.04
10.47,13,5,1,77.66,1.33
5.44,20,0,0,43.13,1.11
14.42,12,2,0,51.44,1.08
17.41,20,5,0,65.05,1.08
14.76,21,0,0,53.33,1.02
17.45,2,1,1,38.17,1.29
5.45,20,0,0,76.76,1.0
3.75,1,6,0,59.93,1.18
15.56,17,1,0,20.87,1.51
6.09,10,2,1,62.89,1.27
2.63,17,4,1,41.38,1.79
13.19,9,2,1,43.13,1.96
4.06,3,3,0,51.1,1.18
12.45,16,5,0,73.26,1.04
13.82,1,5,0,63.8,1.09
11.61,4,3,0,65.04,1.0
11.14,21,5,0,27.46,1.0
8.7,16,3,1,56.74,1.32
9.79,20,6,1,67.7,1.34
16.06,22,0,1,62.39,1.46
10.34,19,5,0,78.59,1.0
19.58,11,1,1,70.89,1.4
5.26,18,4,0,71.47,1.67
16.37,19,5,0,32.51,1.0
15.92,14,0,0,28.69,1.02
18.33,17,0,1,24.32,1.95
2.02,14,2,0,58.62,1.16
2.04,18,1,0,39.89,1.73
2.48,15,6,0,23.18,1.02
9.01,23,2,1,62.47,1.46
9.19,6,0,0,20.02,1.1
19.87,2,2,0,38.15,1.15
2.21,15,6,0,23.8,1.07
16.57,23,6,0,56.16,1.0
18.91,0,5,0,62.91,1.12
10.63,21,0,0,63.91,1.0
9.13,7,6,0,59.83,1.2
7.65,5,0,1,66.59,1.36
8.43,21,5,0,52.57,1.19
15.0,4,5,1,52.23,1.4
1.07,23,4,0,49.03,1.11
6.35,12,0,0,35.93,1.04
13.2,22,2,0,34.42,1.18
7.99,23,0,0,42.76,1.06
17.7,8,5,1,52.24,2.15
1.97,23,6,1,68.04,1.57
4.35,14,1,1,26.92,1.57
18.92,4,1,0,40.38,1.06
18.65,21,5,0,30.29,1.0
11.14,17,1,0,49.43,1.9
6.47,14,6,0,72.82,1.16
11.0,8,3,1,29.41,2.04
3.46,17,3,0,32.81,1.47
16.89,14,0,1,44.72,1.3
2.7,2,5,0,27.21,1.11
16.05,16,2,1,38.74,1.39
6.12,19,2,1,24.53,1.26
15.74,3,6,1,62.94,1.33
9.68,0,3,1,58.33,1.47
8.41,18,2,1,26.93,2.02
11.98,19,0,0,32.45,1.0
1.14,14,5,1,42.08,1.33
10.51,16,5,0,72.43,1.0
4.72,15,2,1,74.02,1.22
6.51,23,3,1,40.32,1.37
16.63,12,6,0,60.01,1.04
4.82,11,6,1,79.44,1.44
9.49,20,5,1,76.84,1.21
16.94,20,4,0,35.8,1.14
2.5,6,0,1,50.91,1.29
10.82,15,5,0,74.39,1.0
15.65,9,3,0,63.41,1.7
6.72,14,6,0,21.86,1.0
2.47,19,2,1,28.9,1.28
15.7,3,4,0,21.28,1.1
5.18,23,4,0,21.6,1.0
5.03,23,0,1,63.99,1.3
3.54,23,3,1,72.81,1.32
9.13,7,2,1,23.59,1.56
1.62,13,0,1,78.52,1.36
18.18,21,4,1,70.69,1.19
15.45,12,6,1,32.37,1.15
7.87,22,0,1,67.89,1.29
17.78,17,4,1,38.65,2.19
3.41,10,3,1,30.88,1.22
7.87,23,1,0,55.25,1.09
16.85,8,1,1,70.38,1.82
15.48,23,5,0,32.94,1.12
6.76,22,1,1,47.97,1.45
18.4,5,3,0,57.38,1.0
5.65,23,0,0,21.32,1.0
3.1,21,6,0,64.45,1.06
16.15,7,0,1,35.19,1.44
3.07,1,2,0,55.43,1.0
9.8,7,0,0,60.57,1.1
6.0,19,5,1,48.27,1.18
5.84,4,0,1,70.88,1.3
3.72,8,4,0,58.49,1.7
8.5,8,6,1,36.35,2.06
17.42,2,4,0,38.22,1.0
9.48,22,4,1,38.42,1.29
4.22,19,4,0,63.19,1.1
9.47,8,3,0,42.49,1.92
1.2,21,1,1,46.92,1.33
1.36,14,3,1,28.14,1.33
7.54,4,0,1,78.69,1.33
5.44,11,2,1,78.45,1.56
6.29,4,6,0,47.69,1.15
11.02,7,5,1,79.26,1.58
3.64,8,0,1,44.35,2.02
11.36,2,2,0,33.32,1.0
11.12,22,4,0,20.95,1.0
6.5,9,5,1,76.52,1.77
13.71,6,6,1,60.77,1.23
13.86,15,0,1,67.34,1.34
10.55,4,6,0,69.97,1.01
12.4,6,2,0,43.84,1.0
3.34,5,6,1,65.36,1.35
3.33,13,0,0,48.51,1.06
11.98,9,0,1,33.51,1.98
11.92,5,5,1,73.42,1.51
7.3,5,4,1,68.94,1.21
11.24,12,1,1,29.53,1.42
5.23,17,6,0,21.44,1.77
10.57,11,1,0,58.97,1.0
16.09,12,2,1,45.64,1.34
12.68,7,3,1,75.06,1.37
18.31,4,1,0,32.45,1.18
13.37,12,6,0,78.91,1.1
4.87,16,1,0,74.28,1.14
11.08,21,3,0,61.26,1.07
18.0,14,5,1,76.79,1.17
9.04,5,4,0,64.81,1.0
2.4,22,4,0,77.77,1.0
8.09,1,1,1,27.78,1.25
6.46,10,1,1,55.5,1.27
7.12,19,3,1,70.06,1.39
19.51,20,0,1,73.36,1.41
